date,symbols,pnl_realized,pnl_mtm,volume,fees,orders_placed,orders_filled,fill_rate,quotes_generated,avg_spread_bps,latency_p50,latency_p95
2025-08-21,"BTCUSDT, ETHUSDT",0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
