date,symbols,pnl_realized,pnl_mtm,volume,fees,orders_placed,orders_filled,fill_rate,quotes_generated,avg_spread_bps,latency_p50,latency_p95
2024-01-15,"BTCUSDT, ETHUSDT",0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
